transform,total_freq,label_ratio,impact_ratio,fail_num,pass_num,sus_score
"('insert', (), ('dep', 'prep', 'det', 'amod', 'punct', 'amod', 'punct', 'amod', 'pobj', 'prep', 'det', 'advmod', 'amod', 'pobj', 'punct'))",1,1.0,1.0,0,1,83.86023294509151
"('replace', ('det',), ('det',))",7,1.0,0.14285714285714285,0,7,56.50224215246637
"('insert', (), ('dep', 'det', 'dobj', 'prep', 'pobj', 'punct', 'nsubj', 'prep', 'pobj', 'advmod', 'ROOT', 'aux', 'xcomp', 'punct'))",1,1.0,1.0,0,1,83.86023294509151
"('insert', (), ('dep', 'amod', 'cc', 'conj', 'conj', 'punct'))",2,1.0,0.5,0,2,77.59815242494227
"('insert', (), ('dep', 'amod', 'conj', 'cc', 'conj', 'punct'))",1,1.0,1.0,0,1,83.86023294509151
"('replace', ('ROOT',), ('poss',))",1,1.0,1.0,0,1,83.86023294509151
"('insert', (), ('dep', 'det', 'nsubj', 'ROOT', 'acomp', 'cc', 'det', 'nsubj', 'conj', 'acomp', 'punct', 'cc', 'det', 'nsubj', 'conj', 'advmod', 'acomp', 'mark', 'nsubj', 'ccomp', 'advmod', 'acomp', 'punct'))",1,1.0,1.0,0,1,83.86023294509151
"('replace', ('amod',), ('nmod',))",1,1.0,1.0,0,1,83.86023294509151
"('insert', (), ('dep', 'det', 'nsubj', 'prep', 'pobj', 'punct', 'nsubj', 'prep', 'pobj', 'advmod', 'ROOT', 'aux', 'xcomp', 'punct'))",1,1.0,1.0,0,1,83.86023294509151
"('replace', ('det',), ('amod',))",3,1.0,0.3333333333333333,0,3,72.20630372492836
"('insert', (), ('dep', 'xcomp', 'det', 'amod', 'amod', 'oprd', 'prep', 'pobj', 'punct'))",1,1.0,1.0,0,1,83.86023294509151
"('replace', ('ROOT',), ('prep',))",2,1.0,0.5,0,2,77.59815242494227
"('insert', (), ('dep', 'det', 'conj', 'prep', 'pobj', 'punct', 'nsubj', 'prep', 'pobj', 'advmod', 'ROOT', 'aux', 'xcomp', 'punct'))",1,1.0,1.0,0,1,83.86023294509151
