transform,total_freq,label_ratio,impact_ratio,fail_num,pass_num,sus_score
"('ExpandContractions', 0.0, 0.7000000000000001)",2,1.0,0.0,0,2,78.32512315270937
"('ExpandContractions', 1.0, 0.30000000000000004)",2,1.0,0.0,0,2,78.32512315270937
"('ExpandContractions', 0.0, 0.30000000000000004)",1,1.0,0.0,0,1,84.42477876106194
"('ExpandContractions', 1.0, 0.7000000000000001)",1,1.0,0.0,0,1,84.42477876106194
"('ChangeHypernym', 0.0, 0.5)",2,1.0,0.0,2,0,97.01694915254238
"('InsertPunctuationMarks', 1.0, 0.7000000000000001)",7,1.0,0.0,0,7,57.53920386007238
"('AddPositiveLink', 1.0, 0.7000000000000001)",7,1.0,0.0,0,7,57.53920386007238
"('InsertPunctuationMarks', 0.0, 0.30000000000000004)",3,1.0,0.0,0,3,73.04747320061256
"('AddPositiveLink', 0.0, 0.30000000000000004)",3,1.0,0.0,0,3,73.04747320061256
"('WordMix', 0.0, 0.9)",3,1.0,0.0,2,1,94.20671494404212
"('RandomSwap', 0.0, 0.9)",1,1.0,0.0,1,0,95.59118236472945
"('WordMix', 0.0, 0.0)",4,1.0,0.0,0,4,68.4361549497848
"('WordMix', 0.0, 0.30000000000000004)",1,1.0,0.0,0,1,84.42477876106194
"('WordMix', 1.0, 0.7000000000000001)",2,1.0,0.0,2,0,97.01694915254238
"('WordMix', 1.0, 0.1)",3,1.0,0.0,0,3,73.04747320061256
"('RandomSwap', 1.0, 0.1)",2,1.0,0.0,0,2,78.32512315270937
"('ContractContractions', 1.0, 0.1)",1,1.0,0.0,0,1,84.42477876106194
"('ContractContractions', 1.0, 1.0)",4,1.0,0.0,0,4,68.4361549497848
"('ContractContractions', 0.0, 0.9)",2,1.0,0.0,1,1,91.55470249520154
"('ContractContractions', 1.0, 0.7000000000000001)",1,1.0,0.0,1,0,95.59118236472945
"('ContractContractions', 0.0, 0.0)",2,1.0,0.0,0,2,78.32512315270937
"('ChangeName', 0.0, 0.0)",6,1.0,0.0,0,6,60.76433121019108
"('ChangeName', 1.0, 0.1)",1,1.0,0.0,0,1,84.42477876106194
"('TextMix', 1.0, 0.1)",1,1.0,0.0,0,1,84.42477876106194
"('ChangeName', 1.0, 0.7000000000000001)",2,1.0,0.0,0,2,78.32512315270937
"('ChangeName', 0.0, 0.7000000000000001)",3,1.0,0.0,1,2,87.84530386740332
"('ChangeName', 1.0, 0.5)",2,1.0,0.0,0,2,78.32512315270937
"('AddNeutralEmoji', 0.0, 0.9)",1,1.0,0.0,1,0,95.59118236472945
"('SentMix', 0.0, 0.9)",1,1.0,0.0,1,0,95.59118236472945
"('AddNeutralEmoji', 0.0, 0.5)",1,1.0,0.0,1,0,95.59118236472945
"('RemoveNegativeEmoji', 0.0, 0.30000000000000004)",3,1.0,0.0,0,3,73.04747320061256
"('ChangeHyponym', 0.0, 0.30000000000000004)",3,1.0,0.0,0,3,73.04747320061256
"('RemoveNegativeEmoji', 1.0, 0.7000000000000001)",5,1.0,0.0,0,5,64.37246963562752
"('ChangeHyponym', 1.0, 0.7000000000000001)",5,1.0,0.0,0,5,64.37246963562752
